TF_ID	Gene_ID	Family
Solyc08g006230.2.1	Solyc08g006230.2	B3
Solyc08g006240.1.1	Solyc08g006240.1	B3
Solyc08g006260.1.1	Solyc08g006260.1	B3
Solyc08g006270.1.1	Solyc08g006270.1	B3
Solyc08g006280.1.1	Solyc08g006280.1	B3
Solyc08g006490.1.1	Solyc08g006490.1	B3
Solyc08g013690.1.1	Solyc08g013690.1	B3
Solyc08g013700.1.1	Solyc08g013700.1	B3
Solyc08g029090.2.1	Solyc08g029090.2	B3
Solyc08g068540.2.1	Solyc08g068540.2	B3
Solyc08g083400.2.1	Solyc08g083400.2	B3
Solyc09g010230.1.1	Solyc09g010230.1	B3
Solyc10g053890.1.1	Solyc10g053890.1	B3
Solyc10g075030.1.1	Solyc10g075030.1	B3
Solyc10g083210.1.1	Solyc10g083210.1	B3
Solyc11g045450.1.1	Solyc11g045450.1	B3
Solyc12g007300.1.1	Solyc12g007300.1	B3
Solyc12g098460.1.1	Solyc12g098460.1	B3
Solyc01g008890.2.1	Solyc01g008890.2	AP2
Solyc01g096860.1.1	Solyc01g096860.1	AP2
Solyc02g064960.2.1	Solyc02g064960.2	AP2
Solyc02g092050.2.1	Solyc02g092050.2	AP2
Solyc02g093150.2.1	Solyc02g093150.2	AP2
Solyc03g044300.2.1	Solyc03g044300.2	AP2
Solyc03g117720.2.1	Solyc03g117720.2	AP2
Solyc03g123430.2.1	Solyc03g123430.2	AP2
Solyc04g009450.1.1	Solyc04g009450.1	AP2
Solyc04g077490.2.1	Solyc04g077490.2	AP2
Solyc05g051380.2.1	Solyc05g051380.2	AP2
Solyc06g066390.1.1	Solyc06g066390.1	AP2
Solyc06g068570.2.1	Solyc06g068570.2	AP2
Solyc06g075510.2.1	Solyc06g075510.2	AP2
Solyc07g018290.2.1	Solyc07g018290.2	AP2
Solyc08g076380.1.1	Solyc08g076380.1	AP2
Solyc08g081650.1.1	Solyc08g081650.1	AP2
Solyc08g081670.1.1	Solyc08g081670.1	AP2
Solyc10g084340.1.1	Solyc10g084340.1	AP2
Solyc11g008560.1.1	Solyc11g008560.1	AP2
Solyc11g010710.1.1	Solyc11g010710.1	AP2
Solyc11g061750.1.1	Solyc11g061750.1	AP2
Solyc12g010490.1.1	Solyc12g010490.1	AP2
Solyc09g007260.2.1	Solyc09g007260.2	AP2
Solyc11g072600.1.1	Solyc11g072600.1	AP2
Solyc02g030210.2.1	Solyc02g030210.2	AP2
Solyc04g049800.2.1	Solyc04g049800.2	AP2
Solyc01g005630.1.1	Solyc01g005630.1	ERF
Solyc01g008880.1.1	Solyc01g008880.1	ERF
Solyc01g009440.1.1	Solyc01g009440.1	ERF
Solyc01g014720.1.1	Solyc01g014720.1	ERF
Solyc01g057080.1.1	Solyc01g057080.1	ERF
Solyc01g065980.2.1	Solyc01g065980.2	ERF
Solyc01g067540.1.1	Solyc01g067540.1	ERF
Solyc01g090300.2.1	Solyc01g090300.2	ERF
Solyc01g090310.2.1	Solyc01g090310.2	ERF
Solyc01g090320.2.1	Solyc01g090320.2	ERF
Solyc01g090340.2.1	Solyc01g090340.2	ERF
Solyc01g090370.1.1	Solyc01g090370.1	ERF
Solyc01g090560.2.1	Solyc01g090560.2	ERF
Solyc01g091760.2.1	Solyc01g091760.2	ERF
Solyc01g095500.2.1	Solyc01g095500.2	ERF
Solyc01g108240.2.1	Solyc01g108240.2	ERF
Solyc02g067020.1.1	Solyc02g067020.1	ERF
Solyc02g077360.1.1	Solyc02g077360.1	ERF
Solyc02g077370.1.1	Solyc02g077370.1	ERF
Solyc02g077810.1.1	Solyc02g077810.1	ERF
Solyc02g077840.1.1	Solyc02g077840.1	ERF
Solyc02g090770.1.1	Solyc02g090770.1	ERF
Solyc02g090790.1.1	Solyc02g090790.1	ERF
Solyc02g090800.1.1	Solyc02g090800.1	ERF
Solyc02g093130.1.1	Solyc02g093130.1	ERF
Solyc03g005500.1.1	Solyc03g005500.1	ERF
Solyc03g005510.1.1	Solyc03g005510.1	ERF
Solyc03g005520.1.1	Solyc03g005520.1	ERF
Solyc03g006320.1.1	Solyc03g006320.1	ERF
Solyc03g007460.1.1	Solyc03g007460.1	ERF
Solyc03g026270.1.1	Solyc03g026270.1	ERF
Solyc03g026280.2.1	Solyc03g026280.2	ERF
Solyc03g093530.1.1	Solyc03g093530.1	ERF
Solyc03g093540.1.1	Solyc03g093540.1	ERF
Solyc03g093550.1.1	Solyc03g093550.1	ERF
Solyc03g093560.1.1	Solyc03g093560.1	ERF
Solyc03g093610.1.1	Solyc03g093610.1	ERF
Solyc03g114440.1.1	Solyc03g114440.1	ERF
Solyc03g116610.2.1	Solyc03g116610.2	ERF
Solyc03g117130.2.1	Solyc03g117130.2	ERF
Solyc03g117230.1.1	Solyc03g117230.1	ERF
Solyc03g118190.2.1	Solyc03g118190.2	ERF
Solyc03g119580.1.1	Solyc03g119580.1	ERF
Solyc03g119800.1.1	Solyc03g119800.1	ERF
Solyc03g120840.1.1	Solyc03g120840.1	ERF
Solyc03g123500.2.1	Solyc03g123500.2	ERF
Solyc03g124110.1.1	Solyc03g124110.1	ERF
Solyc04g007180.1.1	Solyc04g007180.1	ERF
Solyc04g012050.2.1	Solyc04g012050.2	ERF
Solyc04g014530.1.1	Solyc04g014530.1	ERF
Solyc04g050750.1.1	Solyc04g050750.1	ERF
Solyc04g051360.2.1	Solyc04g051360.2	ERF
Solyc04g054910.2.1	Solyc04g054910.2	ERF
Solyc04g071770.2.1	Solyc04g071770.2	ERF
Solyc04g072300.1.1	Solyc04g072300.1	ERF
Solyc04g072900.1.1	Solyc04g072900.1	ERF
Solyc04g078640.1.1	Solyc04g078640.1	ERF
Solyc04g080910.1.1	Solyc04g080910.1	ERF
Solyc05g009250.1.1	Solyc05g009250.1	ERF
Solyc05g009450.1.1	Solyc05g009450.1	ERF
Solyc05g013540.1.1	Solyc05g013540.1	ERF
Solyc05g050790.1.1	Solyc05g050790.1	ERF
Solyc05g050830.1.1	Solyc05g050830.1	ERF
Solyc05g051180.1.1	Solyc05g051180.1	ERF
Solyc05g051200.1.1	Solyc05g051200.1	ERF
Solyc05g052030.1.1	Solyc05g052030.1	ERF
Solyc05g052040.1.1	Solyc05g052040.1	ERF
Solyc05g052050.1.1	Solyc05g052050.1	ERF
Solyc05g052410.1.1	Solyc05g052410.1	ERF
Solyc06g035700.1.1	Solyc06g035700.1	ERF
Solyc06g050520.1.1	Solyc06g050520.1	ERF
Solyc06g051840.1.1	Solyc06g051840.1	ERF
Solyc06g053240.2.1	Solyc06g053240.2	ERF
Solyc06g054630.1.1	Solyc06g054630.1	ERF
Solyc06g063070.2.1	Solyc06g063070.2	ERF
Solyc06g065820.2.1	Solyc06g065820.2	ERF
Solyc06g066540.1.1	Solyc06g066540.1	ERF
Solyc06g068360.2.1	Solyc06g068360.2	ERF
Solyc06g068830.1.1	Solyc06g068830.1	ERF
Solyc06g082590.1.1	Solyc06g082590.1	ERF
Solyc07g042230.1.1	Solyc07g042230.1	ERF
Solyc07g049490.1.1	Solyc07g049490.1	ERF
Solyc07g053740.1.1	Solyc07g053740.1	ERF
Solyc07g054220.1.1	Solyc07g054220.1	ERF
Solyc07g064890.1.1	Solyc07g064890.1	ERF
Solyc08g007230.1.1	Solyc08g007230.1	ERF
Solyc08g007820.1.1	Solyc08g007820.1	ERF
Solyc08g007830.1.1	Solyc08g007830.1	ERF
Solyc08g066660.1.1	Solyc08g066660.1	ERF
Solyc08g078170.1.1	Solyc08g078170.1	ERF
Solyc08g078180.1.1	Solyc08g078180.1	ERF
Solyc08g078190.1.1	Solyc08g078190.1	ERF
Solyc08g078410.1.1	Solyc08g078410.1	ERF
Solyc08g078420.1.1	Solyc08g078420.1	ERF
Solyc08g080290.2.1	Solyc08g080290.2	ERF
Solyc08g081960.1.1	Solyc08g081960.1	ERF
Solyc08g082210.2.1	Solyc08g082210.2	ERF
Solyc09g009240.1.1	Solyc09g009240.1	ERF
Solyc09g059510.2.1	Solyc09g059510.2	ERF
Solyc09g066340.1.1	Solyc09g066340.1	ERF
Solyc09g066350.1.1	Solyc09g066350.1	ERF
Solyc09g066360.1.1	Solyc09g066360.1	ERF
Solyc09g075420.2.1	Solyc09g075420.2	ERF
Solyc09g089910.1.1	Solyc09g089910.1	ERF
Solyc09g089920.1.1	Solyc09g089920.1	ERF
Solyc09g089930.1.1	Solyc09g089930.1	ERF
Solyc09g091950.1.1	Solyc09g091950.1	ERF
Solyc10g006130.1.1	Solyc10g006130.1	ERF
Solyc10g009110.1.1	Solyc10g009110.1	ERF
Solyc10g050970.1.1	Solyc10g050970.1	ERF
Solyc10g076370.1.1	Solyc10g076370.1	ERF
Solyc10g076380.1.1	Solyc10g076380.1	ERF
Solyc10g078610.1.1	Solyc10g078610.1	ERF
Solyc10g080310.1.1	Solyc10g080310.1	ERF
Solyc10g080650.1.1	Solyc10g080650.1	ERF
Solyc10g083560.1.1	Solyc10g083560.1	ERF
Solyc11g006050.1.1	Solyc11g006050.1	ERF
Solyc11g011740.1.1	Solyc11g011740.1	ERF
Solyc11g011750.1.1	Solyc11g011750.1	ERF
Solyc11g012980.1.1	Solyc11g012980.1	ERF
Solyc11g042560.1.1	Solyc11g042560.1	ERF
Solyc11g042580.1.1	Solyc11g042580.1	ERF
Solyc11g045680.1.1	Solyc11g045680.1	ERF
Solyc11g045690.1.1	Solyc11g045690.1	ERF
Solyc12g005960.1.1	Solyc12g005960.1	ERF
Solyc12g008350.1.1	Solyc12g008350.1	ERF
Solyc12g009240.1.1	Solyc12g009240.1	ERF
Solyc12g009490.1.1	Solyc12g009490.1	ERF
Solyc12g013660.1.1	Solyc12g013660.1	ERF
Solyc12g038440.1.1	Solyc12g038440.1	ERF
Solyc12g038450.1.1	Solyc12g038450.1	ERF
Solyc12g042210.1.1	Solyc12g042210.1	ERF
Solyc12g044390.1.1	Solyc12g044390.1	ERF
Solyc12g049560.1.1	Solyc12g049560.1	ERF
Solyc12g056430.1.1	Solyc12g056430.1	ERF
Solyc12g056590.1.1	Solyc12g056590.1	ERF
Solyc12g056980.1.1	Solyc12g056980.1	ERF
Solyc01g110180.2.1	Solyc01g110180.2	DBB
Solyc01g110370.2.1	Solyc01g110370.2	DBB
Solyc02g084420.2.1	Solyc02g084420.2	DBB
Solyc02g089500.2.1	Solyc02g089500.2	DBB
Solyc04g081020.2.1	Solyc04g081020.2	DBB
Solyc06g073180.2.1	Solyc06g073180.2	DBB
Solyc07g062160.2.1	Solyc07g062160.2	DBB
Solyc12g005420.1.1	Solyc12g005420.1	DBB
Solyc12g006240.1.1	Solyc12g006240.1	DBB
Solyc12g089240.1.1	Solyc12g089240.1	DBB
Solyc02g089520.1.1	Solyc02g089520.1	CO-like
Solyc02g089540.2.1	Solyc02g089540.2	CO-like
Solyc03g119540.2.1	Solyc03g119540.2	CO-like
Solyc04g007210.2.1	Solyc04g007210.2	CO-like
Solyc05g009310.2.1	Solyc05g009310.2	CO-like
Solyc05g020020.2.1	Solyc05g020020.2	CO-like
Solyc05g024010.2.1	Solyc05g024010.2	CO-like
Solyc05g046040.1.1	Solyc05g046040.1	CO-like
Solyc07g006630.2.1	Solyc07g006630.2	CO-like
Solyc07g045180.2.1	Solyc07g045180.2	CO-like
Solyc08g006530.2.1	Solyc08g006530.2	CO-like
Solyc09g074560.2.1	Solyc09g074560.2	CO-like
Solyc12g096500.1.1	Solyc12g096500.1	CO-like
Solyc01g065540.2.1	Solyc01g065540.2	ARR-B
Solyc02g031820.1.1	Solyc02g031820.1	ARR-B
Solyc03g026250.1.1	Solyc03g026250.1	ARR-B
Solyc03g083340.1.1	Solyc03g083340.1	ARR-B
Solyc04g008050.2.1	Solyc04g008050.2	ARR-B
Solyc04g051080.1.1	Solyc04g051080.1	ARR-B
Solyc05g014260.2.1	Solyc05g014260.2	ARR-B
Solyc05g054390.2.1	Solyc05g054390.2	ARR-B
Solyc06g061030.2.1	Solyc06g061030.2	ARR-B
Solyc07g005140.2.1	Solyc07g005140.2	ARR-B
Solyc07g009110.1.1	Solyc07g009110.1	ARR-B
Solyc07g009580.1.1	Solyc07g009580.1	ARR-B
Solyc07g019550.1.1	Solyc07g019550.1	ARR-B
Solyc08g077230.2.1	Solyc08g077230.2	ARR-B
Solyc10g050420.1.1	Solyc10g050420.1	ARR-B
Solyc11g066170.1.1	Solyc11g066170.1	ARR-B
Solyc11g066220.1.1	Solyc11g066220.1	ARR-B
Solyc11g066230.1.1	Solyc11g066230.1	ARR-B
Solyc11g072330.1.1	Solyc11g072330.1	ARR-B
Solyc12g010330.1.1	Solyc12g010330.1	ARR-B
Solyc12g099380.1.1	Solyc12g099380.1	ARR-B
Solyc01g091810.1.1	Solyc01g091810.1	G2-like
Solyc01g108300.2.1	Solyc01g108300.2	G2-like
Solyc02g076670.2.1	Solyc02g076670.2	G2-like
Solyc02g080680.1.1	Solyc02g080680.1	G2-like
Solyc02g080710.1.1	Solyc02g080710.1	G2-like
Solyc02g080720.1.1	Solyc02g080720.1	G2-like
Solyc02g080730.1.1	Solyc02g080730.1	G2-like
Solyc02g080740.1.1	Solyc02g080740.1	G2-like
Solyc02g080860.1.1	Solyc02g080860.1	G2-like
Solyc02g090400.2.1	Solyc02g090400.2	G2-like
Solyc03g006150.2.1	Solyc03g006150.2	G2-like
Solyc04g008480.1.1	Solyc04g008480.1	G2-like
Solyc04g015290.2.1	Solyc04g015290.2	G2-like
Solyc04g050070.1.1	Solyc04g050070.1	G2-like
Solyc04g079600.2.1	Solyc04g079600.2	G2-like
Solyc05g007890.2.1	Solyc05g007890.2	G2-like
Solyc05g009720.2.1	Solyc05g009720.2	G2-like
Solyc05g049860.1.1	Solyc05g049860.1	G2-like
Solyc05g051060.2.1	Solyc05g051060.2	G2-like
Solyc05g055940.2.1	Solyc05g055940.2	G2-like
Solyc06g005680.2.1	Solyc06g005680.2	G2-like
Solyc06g008200.2.1	Solyc06g008200.2	G2-like
Solyc06g051060.2.1	Solyc06g051060.2	G2-like
Solyc06g066180.2.1	Solyc06g066180.2	G2-like
Solyc06g066340.2.1	Solyc06g066340.2	G2-like
Solyc06g076350.2.1	Solyc06g076350.2	G2-like
Solyc07g009560.1.1	Solyc07g009560.1	G2-like
Solyc07g017310.1.1	Solyc07g017310.1	G2-like
Solyc07g045000.2.1	Solyc07g045000.2	G2-like
Solyc07g049640.2.1	Solyc07g049640.2	G2-like
Solyc07g053630.2.1	Solyc07g053630.2	G2-like
Solyc08g005260.1.1	Solyc08g005260.1	G2-like
Solyc08g076010.2.1	Solyc08g076010.2	G2-like
Solyc08g076400.2.1	Solyc08g076400.2	G2-like
Solyc09g005030.1.1	Solyc09g005030.1	G2-like
Solyc09g005370.1.1	Solyc09g005370.1	G2-like
Solyc09g010340.1.1	Solyc09g010340.1	G2-like
Solyc09g072830.2.1	Solyc09g072830.2	G2-like
Solyc09g091880.2.1	Solyc09g091880.2	G2-like
Solyc10g008160.2.1	Solyc10g008160.2	G2-like
Solyc10g076460.1.1	Solyc10g076460.1	G2-like
Solyc10g078310.1.1	Solyc10g078310.1	G2-like
Solyc10g078720.1.1	Solyc10g078720.1	G2-like
Solyc10g080460.1.1	Solyc10g080460.1	G2-like
Solyc10g080960.1.1	Solyc10g080960.1	G2-like
Solyc10g083340.1.1	Solyc10g083340.1	G2-like
Solyc10g085620.1.1	Solyc10g085620.1	G2-like
Solyc11g011770.1.1	Solyc11g011770.1	G2-like
Solyc11g019990.1.1	Solyc11g019990.1	G2-like
Solyc11g022470.1.1	Solyc11g022470.1	G2-like
Solyc11g067280.1.1	Solyc11g067280.1	G2-like
Solyc12g006280.1.1	Solyc12g006280.1	G2-like
Solyc12g006800.1.1	Solyc12g006800.1	G2-like
Solyc12g011220.1.1	Solyc12g011220.1	G2-like
Solyc12g011240.1.1	Solyc12g011240.1	G2-like
Solyc12g011250.1.1	Solyc12g011250.1	G2-like
Solyc12g011260.1.1	Solyc12g011260.1	G2-like
Solyc12g017370.1.1	Solyc12g017370.1	G2-like
Solyc12g098370.1.1	Solyc12g098370.1	G2-like
Solyc01g087990.2.1	Solyc01g087990.2	MIKC_MADS
Solyc01g093960.2.1	Solyc01g093960.2	MIKC_MADS
Solyc01g105800.2.1	Solyc01g105800.2	MIKC_MADS
Solyc02g065730.1.1	Solyc02g065730.1	MIKC_MADS
Solyc02g071730.2.1	Solyc02g071730.2	MIKC_MADS
Solyc02g084630.2.1	Solyc02g084630.2	MIKC_MADS
Solyc02g089200.2.1	Solyc02g089200.2	MIKC_MADS
Solyc02g089210.2.1	Solyc02g089210.2	MIKC_MADS
Solyc02g091550.1.1	Solyc02g091550.1	MIKC_MADS
Solyc03g006830.2.1	Solyc03g006830.2	MIKC_MADS
Solyc03g019710.2.1	Solyc03g019710.2	MIKC_MADS
Solyc03g114830.2.1	Solyc03g114830.2	MIKC_MADS
Solyc03g114840.2.1	Solyc03g114840.2	MIKC_MADS
Solyc04g005320.2.1	Solyc04g005320.2	MIKC_MADS
Solyc04g078300.2.1	Solyc04g078300.2	MIKC_MADS
Solyc04g081000.2.1	Solyc04g081000.2	MIKC_MADS
Solyc05g012020.2.1	Solyc05g012020.2	MIKC_MADS
Solyc05g015750.2.1	Solyc05g015750.2	MIKC_MADS
Solyc05g056620.1.1	Solyc05g056620.1	MIKC_MADS
Solyc06g059970.2.1	Solyc06g059970.2	MIKC_MADS
Solyc06g069430.2.1	Solyc06g069430.2	MIKC_MADS
Solyc07g055920.2.1	Solyc07g055920.2	MIKC_MADS
Solyc08g067230.2.1	Solyc08g067230.2	MIKC_MADS
Solyc08g080100.2.1	Solyc08g080100.2	MIKC_MADS
Solyc10g080030.1.1	Solyc10g080030.1	MIKC_MADS
Solyc11g005120.1.1	Solyc11g005120.1	MIKC_MADS
Solyc11g010570.1.1	Solyc11g010570.1	MIKC_MADS
Solyc11g028020.1.1	Solyc11g028020.1	MIKC_MADS
Solyc11g032100.1.1	Solyc11g032100.1	MIKC_MADS
Solyc12g038510.1.1	Solyc12g038510.1	MIKC_MADS
Solyc12g056460.1.1	Solyc12g056460.1	MIKC_MADS
Solyc12g087830.1.1	Solyc12g087830.1	MIKC_MADS
Solyc00g179240.1.1	Solyc00g179240.1	M-type_MADS
Solyc01g010300.1.1	Solyc01g010300.1	M-type_MADS
Solyc01g060300.1.1	Solyc01g060300.1	M-type_MADS
Solyc01g060310.1.1	Solyc01g060310.1	M-type_MADS
Solyc01g066500.1.1	Solyc01g066500.1	M-type_MADS
Solyc01g066730.2.1	Solyc01g066730.2	M-type_MADS
Solyc01g097850.1.1	Solyc01g097850.1	M-type_MADS
Solyc01g098050.1.1	Solyc01g098050.1	M-type_MADS
Solyc01g098060.1.1	Solyc01g098060.1	M-type_MADS
Solyc01g098070.1.1	Solyc01g098070.1	M-type_MADS
Solyc01g102260.2.1	Solyc01g102260.2	M-type_MADS
Solyc01g103550.1.1	Solyc01g103550.1	M-type_MADS
Solyc01g103870.1.1	Solyc01g103870.1	M-type_MADS
Solyc01g106170.2.1	Solyc01g106170.2	M-type_MADS
Solyc01g106700.2.1	Solyc01g106700.2	M-type_MADS
Solyc01g106710.1.1	Solyc01g106710.1	M-type_MADS
Solyc01g106720.1.1	Solyc01g106720.1	M-type_MADS
Solyc01g106730.1.1	Solyc01g106730.1	M-type_MADS
Solyc02g032000.1.1	Solyc02g032000.1	M-type_MADS
Solyc03g007020.1.1	Solyc03g007020.1	M-type_MADS
Solyc03g034260.1.1	Solyc03g034260.1	M-type_MADS
Solyc03g062820.1.1	Solyc03g062820.1	M-type_MADS
Solyc03g115910.1.1	Solyc03g115910.1	M-type_MADS
Solyc03g119680.1.1	Solyc03g119680.1	M-type_MADS
Solyc04g025030.1.1	Solyc04g025030.1	M-type_MADS
Solyc04g025050.1.1	Solyc04g025050.1	M-type_MADS
Solyc04g025110.1.1	Solyc04g025110.1	M-type_MADS
Solyc04g025970.1.1	Solyc04g025970.1	M-type_MADS
Solyc04g047870.1.1	Solyc04g047870.1	M-type_MADS
Solyc04g056550.1.1	Solyc04g056550.1	M-type_MADS
Solyc04g056740.1.1	Solyc04g056740.1	M-type_MADS
Solyc04g064860.1.1	Solyc04g064860.1	M-type_MADS
Solyc04g076680.2.1	Solyc04g076680.2	M-type_MADS
Solyc05g013370.1.1	Solyc05g013370.1	M-type_MADS
Solyc05g015730.1.1	Solyc05g015730.1	M-type_MADS
Solyc05g051830.2.1	Solyc05g051830.2	M-type_MADS
Solyc06g033820.1.1	Solyc06g033820.1	M-type_MADS
Solyc06g033830.1.1	Solyc06g033830.1	M-type_MADS
Solyc06g035570.1.1	Solyc06g035570.1	M-type_MADS
Solyc06g048380.1.1	Solyc06g048380.1	M-type_MADS
Solyc06g054680.1.1	Solyc06g054680.1	M-type_MADS
Solyc06g059780.1.1	Solyc06g059780.1	M-type_MADS
Solyc06g071300.1.1	Solyc06g071300.1	M-type_MADS
Solyc07g052700.2.1	Solyc07g052700.2	M-type_MADS
Solyc09g061950.1.1	Solyc09g061950.1	M-type_MADS
Solyc10g012180.1.1	Solyc10g012180.1	M-type_MADS
Solyc10g012200.1.1	Solyc10g012200.1	M-type_MADS
Solyc10g012380.1.1	Solyc10g012380.1	M-type_MADS
Solyc10g012390.1.1	Solyc10g012390.1	M-type_MADS
Solyc10g017640.1.1	Solyc10g017640.1	M-type_MADS
Solyc10g018070.1.1	Solyc10g018070.1	M-type_MADS
Solyc10g018080.1.1	Solyc10g018080.1	M-type_MADS
Solyc10g018110.1.1	Solyc10g018110.1	M-type_MADS
Solyc10g050900.1.1	Solyc10g050900.1	M-type_MADS
Solyc10g050940.1.1	Solyc10g050940.1	M-type_MADS
Solyc10g050950.1.1	Solyc10g050950.1	M-type_MADS
Solyc11g020320.1.1	Solyc11g020320.1	M-type_MADS
Solyc11g020620.1.1	Solyc11g020620.1	M-type_MADS
Solyc11g020660.1.1	Solyc11g020660.1	M-type_MADS
Solyc11g069770.1.1	Solyc11g069770.1	M-type_MADS
Solyc12g005210.1.1	Solyc12g005210.1	M-type_MADS
Solyc12g016150.1.1	Solyc12g016150.1	M-type_MADS
Solyc12g016170.1.1	Solyc12g016170.1	M-type_MADS
Solyc12g016180.1.1	Solyc12g016180.1	M-type_MADS
Solyc12g017300.1.1	Solyc12g017300.1	M-type_MADS
Solyc12g087820.1.1	Solyc12g087820.1	M-type_MADS
Solyc12g088080.1.1	Solyc12g088080.1	M-type_MADS
Solyc01g091540.1.1	Solyc01g091540.1	GRF
Solyc02g092070.2.1	Solyc02g092070.2	GRF
Solyc03g082430.1.1	Solyc03g082430.1	GRF
Solyc04g077510.2.1	Solyc04g077510.2	GRF
Solyc07g041640.2.1	Solyc07g041640.2	GRF
Solyc08g005430.2.1	Solyc08g005430.2	GRF
Solyc08g068760.1.1	Solyc08g068760.1	GRF
Solyc08g075950.1.1	Solyc08g075950.1	GRF
Solyc08g079800.2.1	Solyc08g079800.2	GRF
Solyc08g083230.1.1	Solyc08g083230.1	GRF
Solyc09g009200.1.1	Solyc09g009200.1	GRF
Solyc10g083510.1.1	Solyc10g083510.1	GRF
Solyc12g096070.1.1	Solyc12g096070.1	GRF
Solyc00g099580.1.1	Solyc00g099580.1	HB-other
Solyc02g077660.2.1	Solyc02g077660.2	HB-other
Solyc04g025740.1.1	Solyc04g025740.1	HB-other
Solyc07g026570.1.1	Solyc07g026570.1	HB-other
Solyc07g053610.2.1	Solyc07g053610.2	HB-other
Solyc08g061140.2.1	Solyc08g061140.2	HB-other
Solyc08g062530.1.1	Solyc08g062530.1	HB-other
Solyc09g015110.1.1	Solyc09g015110.1	HB-other
Solyc09g057550.1.1	Solyc09g057550.1	HB-other
Solyc09g060160.1.1	Solyc09g060160.1	HB-other
Solyc09g066060.1.1	Solyc09g066060.1	HB-other
Solyc09g074690.2.1	Solyc09g074690.2	HB-other
Solyc10g007130.2.1	Solyc10g007130.2	HB-other
Solyc11g065110.1.1	Solyc11g065110.1	HB-other
Solyc12g010410.1.1	Solyc12g010410.1	HB-other
Solyc12g099760.1.1	Solyc12g099760.1	HB-other
Solyc04g078650.2.1	Solyc04g078650.2	WOX
Solyc03g118770.2.1	Solyc03g118770.2	WOX
Solyc02g083950.2.1	Solyc02g083950.2	WOX
Solyc06g076000.1.1	Solyc06g076000.1	WOX
Solyc03g096300.2.1	Solyc03g096300.2	WOX
Solyc02g077390.1.1	Solyc02g077390.1	WOX
Solyc11g072790.1.1	Solyc11g072790.1	WOX
Solyc11g072770.1.1	Solyc11g072770.1	WOX
Solyc06g072890.1.1	Solyc06g072890.1	WOX
Solyc02g082670.2.1	Solyc02g082670.2	WOX
Solyc01g109980.2.1	Solyc01g109980.2	TALE
Solyc04g080790.2.1	Solyc04g080790.2	TALE
Solyc02g089940.2.1	Solyc02g089940.2	TALE
Solyc06g074120.2.1	Solyc06g074120.2	TALE
Solyc11g068950.1.1	Solyc11g068950.1	TALE
Solyc08g081400.2.1	Solyc08g081400.2	TALE
Solyc01g007070.2.1	Solyc01g007070.2	TALE
Solyc04g079830.2.1	Solyc04g079830.2	TALE
Solyc09g011380.2.1	Solyc09g011380.2	TALE
Solyc11g069890.1.1	Solyc11g069890.1	TALE
Solyc04g080780.2.1	Solyc04g080780.2	TALE
Solyc10g086640.1.1	Solyc10g086640.1	TALE
Solyc02g065490.2.1	Solyc02g065490.2	TALE
Solyc08g065420.2.1	Solyc08g065420.2	TALE
Solyc02g086930.2.1	Solyc02g086930.2	HD-ZIP
Solyc05g007180.2.1	Solyc05g007180.2	HD-ZIP
Solyc02g087840.2.1	Solyc02g087840.2	HD-ZIP
Solyc11g010270.1.1	Solyc11g010270.1	HD-ZIP
Solyc08g078300.2.1	Solyc08g078300.2	HD-ZIP
Solyc02g067410.1.1	Solyc02g067410.1	HD-ZIP
Solyc03g113270.2.1	Solyc03g113270.2	HD-ZIP
Solyc10g080540.1.1	Solyc10g080540.1	HD-ZIP
Solyc05g051460.2.1	Solyc05g051460.2	HD-ZIP
Solyc08g007270.2.1	Solyc08g007270.2	HD-ZIP
Solyc01g073910.2.1	Solyc01g073910.2	HD-ZIP
Solyc06g060830.2.1	Solyc06g060830.2	HD-ZIP
Solyc01g090460.2.1	Solyc01g090460.2	HD-ZIP
Solyc01g096320.2.1	Solyc01g096320.2	HD-ZIP
Solyc05g006980.2.1	Solyc05g006980.2	HD-ZIP
Solyc04g074700.2.1	Solyc04g074700.2	HD-ZIP
Solyc02g091930.2.1	Solyc02g091930.2	HD-ZIP
Solyc06g053220.2.1	Solyc06g053220.2	HD-ZIP
Solyc04g005800.2.1	Solyc04g005800.2	HD-ZIP
Solyc02g085630.2.1	Solyc02g085630.2	HD-ZIP
Solyc09g008810.2.1	Solyc09g008810.2	HD-ZIP
Solyc02g062960.2.1	Solyc02g062960.2	HD-ZIP
Solyc04g077220.2.1	Solyc04g077220.2	HD-ZIP
Solyc01g010600.2.1	Solyc01g010600.2	HD-ZIP
Solyc03g082550.2.1	Solyc03g082550.2	HD-ZIP
Solyc07g054380.1.1	Solyc07g054380.1	HD-ZIP
Solyc05g008050.1.1	Solyc05g008050.1	HD-ZIP
Solyc02g063520.2.1	Solyc02g063520.2	HD-ZIP
Solyc03g034110.2.1	Solyc03g034110.2	HD-ZIP
Solyc02g077590.1.1	Solyc02g077590.1	HD-ZIP
Solyc03g034120.2.1	Solyc03g034120.2	HD-ZIP
Solyc03g034130.2.1	Solyc03g034130.2	HD-ZIP
Solyc03g034150.1.1	Solyc03g034150.1	HD-ZIP
Solyc08g083130.2.1	Solyc08g083130.2	HD-ZIP
Solyc07g062790.1.1	Solyc07g062790.1	HD-ZIP
Solyc04g077210.2.1	Solyc04g077210.2	TALE
Solyc02g081120.2.1	Solyc02g081120.2	TALE
Solyc01g100510.2.1	Solyc01g100510.2	TALE
