TF_ID	Gene_ID	Family
Sopen03g003410.1	Sopen03g003410	ERF
Sopen03g005140.1	Sopen03g005140	ERF
Sopen03g005150.1	Sopen03g005150	ERF
Sopen03g024350.1	Sopen03g024350	ERF
Sopen03g024370.1	Sopen03g024370	ERF
Sopen03g024400.1	Sopen03g024400	ERF
Sopen03g024410.1	Sopen03g024410	ERF
Sopen03g024430.1	Sopen03g024430	ERF
Sopen03g026050.1	Sopen03g026050	ERF
Sopen03g026060.1	Sopen03g026060	ERF
Sopen03g033540.1	Sopen03g033540	ERF
Sopen03g035520.1	Sopen03g035520	ERF
Sopen03g036040.1	Sopen03g036040	ERF
Sopen03g036130.1	Sopen03g036130	ERF
Sopen03g037110.1	Sopen03g037110	ERF
Sopen03g038410.1	Sopen03g038410	ERF
Sopen03g038650.1	Sopen03g038650	ERF
Sopen03g039660.1	Sopen03g039660	ERF
Sopen03g041270.1	Sopen03g041270	ERF
Sopen04g002250.1	Sopen04g002250	ERF
Sopen04g006170.1	Sopen04g006170	ERF
Sopen04g006680.1	Sopen04g006680	ERF
Sopen04g009780.1	Sopen04g009780	ERF
Sopen04g021690.1	Sopen04g021690	ERF
Sopen04g022770.1	Sopen04g022770	ERF
Sopen04g024720.1	Sopen04g024720	ERF
Sopen04g027740.1	Sopen04g027740	ERF
Sopen04g028490.1	Sopen04g028490	ERF
Sopen04g029080.1	Sopen04g029080	ERF
Sopen04g032240.1	Sopen04g032240	ERF
Sopen04g034520.1	Sopen04g034520	ERF
Sopen05g004980.1	Sopen05g004980	ERF
Sopen05g004990.1	Sopen05g004990	ERF
Sopen05g005260.1	Sopen05g005260	ERF
Sopen05g008450.1	Sopen05g008450	ERF
Sopen05g029260.1	Sopen05g029260	ERF
Sopen05g029310.1	Sopen05g029310	ERF
Sopen05g029560.1	Sopen05g029560	ERF
Sopen05g029570.1	Sopen05g029570	ERF
Sopen05g030580.1	Sopen05g030580	ERF
Sopen05g030590.1	Sopen05g030590	ERF
Sopen05g030600.1	Sopen05g030600	ERF
Sopen05g030960.1	Sopen05g030960	ERF
Sopen06g016040.1	Sopen06g016040	ERF
Sopen06g017870.1	Sopen06g017870	ERF
Sopen06g018310.1	Sopen06g018310	ERF
Sopen06g019690.1	Sopen06g019690	ERF
Sopen06g022520.1	Sopen06g022520	ERF
Sopen06g024300.1	Sopen06g024300	ERF
Sopen06g024810.1	Sopen06g024810	ERF
Sopen06g025620.1	Sopen06g025620	ERF
Sopen06g026100.1	Sopen06g026100	ERF
Sopen06g026100.2	Sopen06g026100	ERF
Sopen06g033990.1	Sopen06g033990	ERF
Sopen07g021830.1	Sopen07g021830	ERF
Sopen07g024840.1	Sopen07g024840	ERF
Sopen07g027720.1	Sopen07g027720	ERF
Sopen07g028150.1	Sopen07g028150	ERF
Sopen07g033090.1	Sopen07g033090	ERF
Sopen08g003200.1	Sopen08g003200	ERF
Sopen08g003740.1	Sopen08g003740	ERF
Sopen08g004160.1	Sopen08g004160	ERF
Sopen08g020590.1	Sopen08g020590	ERF
Sopen08g026660.1	Sopen08g026660	ERF
Sopen08g026670.1	Sopen08g026670	ERF
Sopen08g026680.1	Sopen08g026680	ERF
Sopen08g026900.1	Sopen08g026900	ERF
Sopen08g026910.1	Sopen08g026910	ERF
Sopen08g028640.1	Sopen08g028640	ERF
Sopen08g030250.1	Sopen08g030250	ERF
Sopen08g030500.1	Sopen08g030500	ERF
Sopen09g022670.1	Sopen09g022670	ERF
Sopen09g022670.2	Sopen09g022670	ERF
Sopen09g028040.1	Sopen09g028040	ERF
Sopen09g028060.1	Sopen09g028060	ERF
Sopen09g028070.1	Sopen09g028070	ERF
Sopen09g030200.1	Sopen09g030200	ERF
Sopen09g032850.1	Sopen09g032850	ERF
Sopen09g032860.1	Sopen09g032860	ERF
Sopen09g034850.1	Sopen09g034850	ERF
Sopen10g004890.1	Sopen10g004890	ERF
Sopen10g004900.1	Sopen10g004900	ERF
Sopen10g008890.1	Sopen10g008890	ERF
Sopen10g022600.1	Sopen10g022600	ERF
Sopen10g022610.1	Sopen10g022610	ERF
Sopen10g028020.1	Sopen10g028020	ERF
Sopen10g028030.1	Sopen10g028030	ERF
Sopen10g029240.1	Sopen10g029240	ERF
Sopen10g030870.1	Sopen10g030870	ERF
Sopen10g031190.1	Sopen10g031190	ERF
Sopen10g033030.1	Sopen10g033030	ERF
Sopen11g001990.1	Sopen11g001990	ERF
Sopen11g006570.1	Sopen11g006570	ERF
Sopen11g006580.1	Sopen11g006580	ERF
Sopen11g006590.1	Sopen11g006590	ERF
Sopen11g007720.1	Sopen11g007720	ERF
Sopen11g017570.1	Sopen11g017570	ERF
Sopen11g017580.1	Sopen11g017580	ERF
Sopen11g018670.1	Sopen11g018670	ERF
Sopen11g018710.1	Sopen11g018710	ERF
Sopen12g001920.1	Sopen12g001920	ERF
Sopen12g003310.1	Sopen12g003310	ERF
Sopen12g004190.1	Sopen12g004190	ERF
Sopen12g004490.1	Sopen12g004490	ERF
Sopen12g007010.1	Sopen12g007010	ERF
Sopen12g018690.1	Sopen12g018690	ERF
Sopen12g021250.1	Sopen12g021250	ERF
Sopen12g022660.1	Sopen12g022660	ERF
Sopen12g024030.1	Sopen12g024030	ERF
Sopen12g029020.1	Sopen12g029020	ERF
Sopen12g029210.1	Sopen12g029210	ERF
Sopen12g029210.2	Sopen12g029210	ERF
Sopen01g052340.1	Sopen01g052340	DBB
Sopen01g052520.1	Sopen01g052520	DBB
Sopen02g029130.1	Sopen02g029130	DBB
Sopen04g034630.1	Sopen04g034630	DBB
Sopen06g029550.1	Sopen06g029550	DBB
Sopen07g030440.1	Sopen07g030440	DBB
Sopen12g001390.1	Sopen12g001390	DBB
Sopen12g031120.1	Sopen12g031120	DBB
Sopen02g034240.1	Sopen02g034240	CO-like
Sopen02g034260.1	Sopen02g034260	CO-like
Sopen03g038370.1	Sopen03g038370	CO-like
Sopen04g002270.1	Sopen04g002270	CO-like
Sopen05g005060.1	Sopen05g005060	CO-like
Sopen05g017100.1	Sopen05g017100	CO-like
Sopen05g018710.1	Sopen05g018710	CO-like
Sopen07g002740.1	Sopen07g002740	CO-like
Sopen07g023730.1	Sopen07g023730	CO-like
Sopen08g002490.1	Sopen08g002490	CO-like
Sopen09g029390.1	Sopen09g029390	CO-like
Sopen12g002190.1	Sopen12g002190	CO-like
Sopen12g032330.1	Sopen12g032330	CO-like
Sopen01g026880.1	Sopen01g026880	ARR-B
Sopen04g003200.1	Sopen04g003200	ARR-B
Sopen04g003200.2	Sopen04g003200	ARR-B
Sopen05g009290.1	Sopen05g009290	ARR-B
Sopen05g032870.1	Sopen05g032870	ARR-B
Sopen06g021230.1	Sopen06g021230	ARR-B
Sopen07g001280.1	Sopen07g001280	ARR-B
Sopen07g001280.2	Sopen07g001280	ARR-B
Sopen07g001280.3	Sopen07g001280	ARR-B
Sopen07g005420.1	Sopen07g005420	ARR-B
Sopen08g025810.1	Sopen08g025810	ARR-B
Sopen09g005070.1	Sopen09g005070	ARR-B
Sopen10g022060.1	Sopen10g022060	ARR-B
Sopen11g030000.1	Sopen11g030000	ARR-B
Sopen12g005210.1	Sopen12g005210	ARR-B
Sopen12g034050.1	Sopen12g034050	ARR-B
Sopen01g037580.1	Sopen01g037580	G2-like
Sopen01g050520.1	Sopen01g050520	G2-like
Sopen02g021600.1	Sopen02g021600	G2-like
Sopen02g025400.1	Sopen02g025400	G2-like
Sopen02g025410.1	Sopen02g025410	G2-like
Sopen02g025420.1	Sopen02g025420	G2-like
Sopen02g025440.1	Sopen02g025440	G2-like
Sopen02g025550.2	Sopen02g025550	G2-like
Sopen02g035100.1	Sopen02g035100	G2-like
Sopen03g002160.1	Sopen03g002160	G2-like
Sopen03g023090.1	Sopen03g023090	G2-like
Sopen04g003630.1	Sopen04g003630	G2-like
Sopen04g007370.1	Sopen04g007370	G2-like
Sopen04g007370.2	Sopen04g007370	G2-like
Sopen04g020720.1	Sopen04g020720	G2-like
Sopen04g033180.1	Sopen04g033180	G2-like
Sopen05g003740.1	Sopen05g003740	G2-like
Sopen05g005540.1	Sopen05g005540	G2-like
Sopen05g029510.1	Sopen05g029510	G2-like
Sopen05g034340.1	Sopen05g034340	G2-like
Sopen06g001660.1	Sopen06g001660	G2-like
Sopen06g003060.1	Sopen06g003060	G2-like
Sopen06g003060.2	Sopen06g003060	G2-like
Sopen06g016880.1	Sopen06g016880	G2-like
Sopen06g021670.1	Sopen06g021670	G2-like
Sopen06g021670.2	Sopen06g021670	G2-like
Sopen06g024660.1	Sopen06g024660	G2-like
Sopen06g032760.1	Sopen06g032760	G2-like
Sopen07g023530.1	Sopen07g023530	G2-like
Sopen07g025040.1	Sopen07g025040	G2-like
Sopen07g027580.1	Sopen07g027580	G2-like
Sopen08g001280.1	Sopen08g001280	G2-like
Sopen08g001280.2	Sopen08g001280	G2-like
Sopen08g024650.1	Sopen08g024650	G2-like
Sopen08g024650.2	Sopen08g024650	G2-like
Sopen08g024980.1	Sopen08g024980	G2-like
Sopen09g001040.1	Sopen09g001040	G2-like
Sopen09g001330.1	Sopen09g001330	G2-like
Sopen09g028620.2	Sopen09g028620	G2-like
Sopen09g028620.3	Sopen09g028620	G2-like
Sopen09g028620.4	Sopen09g028620	G2-like
Sopen09g034770.1	Sopen09g034770	G2-like
Sopen10g004030.1	Sopen10g004030	G2-like
Sopen10g028120.1	Sopen10g028120	G2-like
Sopen10g028970.1	Sopen10g028970	G2-like
Sopen10g029340.1	Sopen10g029340	G2-like
Sopen10g031000.1	Sopen10g031000	G2-like
Sopen10g031470.1	Sopen10g031470	G2-like
Sopen10g032830.1	Sopen10g032830	G2-like
Sopen10g032830.2	Sopen10g032830	G2-like
Sopen10g032830.3	Sopen10g032830	G2-like
Sopen10g035030.1	Sopen10g035030	G2-like
Sopen10g035030.2	Sopen10g035030	G2-like
Sopen11g006610.1	Sopen11g006610	G2-like
Sopen11g010100.1	Sopen11g010100	G2-like
Sopen11g010130.1	Sopen11g010130	G2-like
Sopen11g011510.1	Sopen11g011510	G2-like
Sopen11g025950.1	Sopen11g025950	G2-like
Sopen11g026970.1	Sopen11g026970	G2-like
Sopen12g002230.1	Sopen12g002230	G2-like
Sopen12g002760.1	Sopen12g002760	G2-like
Sopen12g006590.1	Sopen12g006590	G2-like
Sopen12g008150.1	Sopen12g008150	G2-like
Sopen12g008150.2	Sopen12g008150	G2-like
Sopen12g033150.1	Sopen12g033150	G2-like
Sopen12g033150.2	Sopen12g033150	G2-like
Sopen01g034890.1	Sopen01g034890	MIKC_MADS
Sopen01g034890.2	Sopen01g034890	MIKC_MADS
Sopen01g037760.1	Sopen01g037760	MIKC_MADS
Sopen01g037770.1	Sopen01g037770	MIKC_MADS
Sopen01g048260.1	Sopen01g048260	MIKC_MADS
Sopen02g015950.1	Sopen02g015950	MIKC_MADS
Sopen02g020720.1	Sopen02g020720	MIKC_MADS
Sopen02g020720.2	Sopen02g020720	MIKC_MADS
Sopen02g029300.1	Sopen02g029300	MIKC_MADS
Sopen02g033990.1	Sopen02g033990	MIKC_MADS
Sopen02g033990.2	Sopen02g033990	MIKC_MADS
Sopen02g034000.1	Sopen02g034000	MIKC_MADS
Sopen02g036170.1	Sopen02g036170	MIKC_MADS
Sopen02g036170.2	Sopen02g036170	MIKC_MADS
Sopen03g002820.1	Sopen03g002820	MIKC_MADS
Sopen03g029910.1	Sopen03g029910	MIKC_MADS
Sopen03g033910.1	Sopen03g033910	MIKC_MADS
Sopen03g033920.1	Sopen03g033920	MIKC_MADS
Sopen04g001300.1	Sopen04g001300	MIKC_MADS
Sopen04g001300.2	Sopen04g001300	MIKC_MADS
Sopen04g008150.1	Sopen04g008150	MIKC_MADS
Sopen04g031890.1	Sopen04g031890	MIKC_MADS
Sopen04g031890.2	Sopen04g031890	MIKC_MADS
Sopen04g034610.1	Sopen04g034610	MIKC_MADS
Sopen05g006790.3	Sopen05g006790	MIKC_MADS
Sopen05g011300.1	Sopen05g011300	MIKC_MADS
Sopen06g020070.1	Sopen06g020070	MIKC_MADS
Sopen06g023350.1	Sopen06g023350	MIKC_MADS
Sopen06g026710.1	Sopen06g026710	MIKC_MADS
Sopen07g029280.1	Sopen07g029280	MIKC_MADS
Sopen08g021160.1	Sopen08g021160	MIKC_MADS
Sopen08g028450.1	Sopen08g028450	MIKC_MADS
Sopen10g006560.1	Sopen10g006560	MIKC_MADS
Sopen10g030640.1	Sopen10g030640	MIKC_MADS
Sopen11g001120.1	Sopen11g001120	MIKC_MADS
Sopen11g005370.1	Sopen11g005370	MIKC_MADS
Sopen11g012490.1	Sopen11g012490	MIKC_MADS
Sopen11g014790.1	Sopen11g014790	MIKC_MADS
Sopen12g018800.1	Sopen12g018800	MIKC_MADS
Sopen12g029050.1	Sopen12g029050	MIKC_MADS
Sopen12g029840.1	Sopen12g029840	MIKC_MADS
Sopen12g029850.2	Sopen12g029850	MIKC_MADS
Sopen12g030100.1	Sopen12g030100	MIKC_MADS
Sopen01g011160.1	Sopen01g011160	M-type_MADS
Sopen01g011170.1	Sopen01g011170	M-type_MADS
Sopen01g011170.2	Sopen01g011170	M-type_MADS
Sopen01g024030.1	Sopen01g024030	M-type_MADS
Sopen01g025960.1	Sopen01g025960	M-type_MADS
Sopen01g025980.1	Sopen01g025980	M-type_MADS
Sopen01g026420.1	Sopen01g026420	M-type_MADS
Sopen01g026510.1	Sopen01g026510	M-type_MADS
Sopen01g026520.1	Sopen01g026520	M-type_MADS
Sopen01g028210.1	Sopen01g028210	M-type_MADS
Sopen01g028340.1	Sopen01g028340	M-type_MADS
Sopen01g030700.1	Sopen01g030700	M-type_MADS
Sopen01g030710.1	Sopen01g030710	M-type_MADS
Sopen01g033630.1	Sopen01g033630	M-type_MADS
Sopen01g033640.1	Sopen01g033640	M-type_MADS
Sopen01g033650.1	Sopen01g033650	M-type_MADS
Sopen01g038810.1	Sopen01g038810	M-type_MADS
Sopen01g041630.1	Sopen01g041630	M-type_MADS
Sopen01g044720.1	Sopen01g044720	M-type_MADS
Sopen01g045900.1	Sopen01g045900	M-type_MADS
Sopen01g046240.1	Sopen01g046240	M-type_MADS
Sopen01g046270.1	Sopen01g046270	M-type_MADS
Sopen01g048550.1	Sopen01g048550	M-type_MADS
Sopen01g049000.1	Sopen01g049000	M-type_MADS
Sopen01g049030.1	Sopen01g049030	M-type_MADS
Sopen01g049040.1	Sopen01g049040	M-type_MADS
Sopen01g049050.1	Sopen01g049050	M-type_MADS
Sopen02g010260.1	Sopen02g010260	M-type_MADS
Sopen02g010270.1	Sopen02g010270	M-type_MADS
Sopen02g010870.1	Sopen02g010870	M-type_MADS
Sopen03g006640.1	Sopen03g006640	M-type_MADS
Sopen03g015140.1	Sopen03g015140	M-type_MADS
Sopen03g034910.1	Sopen03g034910	M-type_MADS
Sopen03g038500.1	Sopen03g038500	M-type_MADS
Sopen04g014010.1	Sopen04g014010	M-type_MADS
Sopen04g018160.1	Sopen04g018160	M-type_MADS
Sopen04g024370.1	Sopen04g024370	M-type_MADS
Sopen04g024410.1	Sopen04g024410	M-type_MADS
Sopen04g025630.1	Sopen04g025630	M-type_MADS
Sopen04g026820.1	Sopen04g026820	M-type_MADS
Sopen04g030400.1	Sopen04g030400	M-type_MADS
Sopen05g008160.1	Sopen05g008160	M-type_MADS
Sopen05g011240.1	Sopen05g011240	M-type_MADS
Sopen05g028010.1	Sopen05g028010	M-type_MADS
Sopen05g028030.1	Sopen05g028030	M-type_MADS
Sopen05g030350.1	Sopen05g030350	M-type_MADS
Sopen06g011330.1	Sopen06g011330	M-type_MADS
Sopen06g014200.1	Sopen06g014200	M-type_MADS
Sopen06g014360.1	Sopen06g014360	M-type_MADS
Sopen06g014530.1	Sopen06g014530	M-type_MADS
Sopen06g019750.1	Sopen06g019750	M-type_MADS
Sopen06g019860.1	Sopen06g019860	M-type_MADS
Sopen06g027600.1	Sopen06g027600	M-type_MADS
Sopen07g009260.1	Sopen07g009260	M-type_MADS
Sopen07g009270.1	Sopen07g009270	M-type_MADS
Sopen07g022640.1	Sopen07g022640	M-type_MADS
Sopen07g026330.1	Sopen07g026330	M-type_MADS
Sopen07g026340.1	Sopen07g026340	M-type_MADS
Sopen08g020300.1	Sopen08g020300	M-type_MADS
Sopen09g025050.1	Sopen09g025050	M-type_MADS
Sopen10g005940.1	Sopen10g005940	M-type_MADS
Sopen10g005960.1	Sopen10g005960	M-type_MADS
Sopen10g006210.1	Sopen10g006210	M-type_MADS
Sopen10g007120.1	Sopen10g007120	M-type_MADS
Sopen10g007160.1	Sopen10g007160	M-type_MADS
Sopen10g022550.1	Sopen10g022550	M-type_MADS
Sopen10g022580.1	Sopen10g022580	M-type_MADS
Sopen11g010600.1	Sopen11g010600	M-type_MADS
Sopen11g010690.1	Sopen11g010690	M-type_MADS
Sopen11g020770.1	Sopen11g020770	M-type_MADS
Sopen11g021030.1	Sopen11g021030	M-type_MADS
Sopen11g026860.1	Sopen11g026860	M-type_MADS
Sopen11g028510.1	Sopen11g028510	M-type_MADS
Sopen12g002030.3	Sopen12g002030	M-type_MADS
Sopen12g007870.1	Sopen12g007870	M-type_MADS
Sopen12g007920.1	Sopen12g007920	M-type_MADS
Sopen12g007950.1	Sopen12g007950	M-type_MADS
Sopen12g007960.1	Sopen12g007960	M-type_MADS
Sopen12g025810.1	Sopen12g025810	M-type_MADS
Sopen12g029630.1	Sopen12g029630	M-type_MADS
Sopen12g029850.1	Sopen12g029850	M-type_MADS
Sopen01g037310.1	Sopen01g037310	GRF
Sopen02g036640.1	Sopen02g036640	GRF
Sopen02g036640.2	Sopen02g036640	GRF
Sopen03g022150.1	Sopen03g022150	GRF
Sopen04g031110.1	Sopen04g031110	GRF
Sopen07g021120.1	Sopen07g021120	GRF
Sopen08g001470.1	Sopen08g001470	GRF
Sopen08g024600.1	Sopen08g024600	GRF
Sopen08g028160.1	Sopen08g028160	GRF
Sopen08g031420.1	Sopen08g031420	GRF
Sopen09g003930.1	Sopen09g003930	GRF
Sopen10g032980.1	Sopen10g032980	GRF
Sopen02g022560.1	Sopen02g022560	HB-other
Sopen07g013830.1	Sopen07g013830	HB-other
Sopen07g027560.1	Sopen07g027560	HB-other
Sopen08g016210.1	Sopen08g016210	HB-other
Sopen09g008530.1	Sopen09g008530	HB-other
Sopen09g014010.1	Sopen09g014010	HB-other
Sopen09g029570.1	Sopen09g029570	HB-other
Sopen09g029590.1	Sopen09g029590	HB-other
Sopen10g003030.1	Sopen10g003030	HB-other
Sopen10g003030.2	Sopen10g003030	HB-other
Sopen11g024850.1	Sopen11g024850	HB-other
Sopen12g005430.1	Sopen12g005430	HB-other
Sopen12g005430.2	Sopen12g005430	HB-other
Sopen12g034390.1	Sopen12g034390	HB-other
Sopen04g032250.1	Sopen04g032250	WOX
Sopen03g037710.1	Sopen03g037710	WOX
Sopen02g028730.1	Sopen02g028730	WOX
Sopen03g026430.1	Sopen03g026430	WOX
Sopen02g022290.2	Sopen02g022290	WOX
Sopen02g022290.1	Sopen02g022290	WOX
Sopen11g030460.1	Sopen11g030460	WOX
Sopen06g029270.1	Sopen06g029270	WOX
Sopen02g027410.1	Sopen02g027410	WOX
Sopen01g052170.1	Sopen01g052170	TALE
Sopen04g034380.1	Sopen04g034380	TALE
Sopen02g034630.1	Sopen02g034630	TALE
Sopen06g030550.1	Sopen06g030550	TALE
Sopen02g015690.1	Sopen02g015690	TALE
Sopen11g027660.1	Sopen11g027660	TALE
Sopen08g029720.1	Sopen08g029720	TALE
Sopen01g003050.1	Sopen01g003050	TALE
Sopen04g033400.1	Sopen04g033400	TALE
Sopen09g006110.1	Sopen09g006110	TALE
Sopen11g028390.1	Sopen11g028390	TALE
Sopen04g034370.1	Sopen04g034370	TALE
Sopen10g036050.2	Sopen10g036050	TALE
Sopen08g019010.1	Sopen08g019010	TALE
Sopen10g036050.1	Sopen10g036050	TALE
Sopen02g031700.1	Sopen02g031700	HD-ZIP
Sopen05g003140.1	Sopen05g003140	HD-ZIP
Sopen02g032560.1	Sopen02g032560	HD-ZIP
Sopen11g005060.1	Sopen11g005060	HD-ZIP
Sopen02g016550.1	Sopen02g016550	HD-ZIP
Sopen08g026800.1	Sopen08g026800	HD-ZIP
Sopen03g032330.1	Sopen03g032330	HD-ZIP
Sopen10g031080.1	Sopen10g031080	HD-ZIP
Sopen01g036250.1	Sopen01g036250	HD-ZIP
Sopen08g003230.1	Sopen08g003230	HD-ZIP
Sopen05g029870.1	Sopen05g029870	HD-ZIP
Sopen01g033480.1	Sopen01g033480	HD-ZIP
Sopen06g020980.1	Sopen06g020980	HD-ZIP
Sopen05g002940.1	Sopen05g002940	HD-ZIP
Sopen04g029670.1	Sopen04g029670	HD-ZIP
Sopen02g036500.1	Sopen02g036500	HD-ZIP
Sopen01g040080.1	Sopen01g040080	HD-ZIP
Sopen06g018290.1	Sopen06g018290	HD-ZIP
Sopen04g001860.1	Sopen04g001860	HD-ZIP
Sopen09g003600.1	Sopen09g003600	HD-ZIP
Sopen01g006250.1	Sopen01g006250	HD-ZIP
Sopen02g030300.1	Sopen02g030300	HD-ZIP
Sopen02g014010.1	Sopen02g014010	HD-ZIP
Sopen04g030810.1	Sopen04g030810	HD-ZIP
Sopen03g022310.1	Sopen03g022310	HD-ZIP
Sopen02g014610.1	Sopen02g014610	HD-ZIP
Sopen07g028320.1	Sopen07g028320	HD-ZIP
Sopen05g003890.1	Sopen05g003890	HD-ZIP
Sopen03g006890.1	Sopen03g006890	HD-ZIP
Sopen03g006910.1	Sopen03g006910	HD-ZIP
Sopen03g006900.1	Sopen03g006900	HD-ZIP
Sopen02g022490.1	Sopen02g022490	HD-ZIP
Sopen03g006930.1	Sopen03g006930	HD-ZIP
Sopen07g031010.1	Sopen07g031010	HD-ZIP
Sopen08g031350.1	Sopen08g031350	HD-ZIP
Sopen10g002990.1	Sopen10g002990	HD-ZIP
Sopen02g025760.1	Sopen02g025760	TALE
Sopen01g044020.1	Sopen01g044020	TALE
Sopen05g001110.1	Sopen05g001110	TALE
Sopen07g003170.1	Sopen07g003170	TALE
Sopen08g012000.1	Sopen08g012000	TALE
Sopen08g028480.1	Sopen08g028480	TALE
Sopen03g031820.1	Sopen03g031820	TALE
Sopen02g024970.1	Sopen02g024970	HD-ZIP
Sopen03g005620.1	Sopen03g005620	HD-ZIP
Sopen10g001320.1	Sopen10g001320	HD-ZIP
Sopen01g037400.1	Sopen01g037400	HD-ZIP
Sopen03g028900.1	Sopen03g028900	HD-ZIP
Sopen12g001780.1	Sopen12g001780	HD-ZIP
Sopen08g020320.1	Sopen08g020320	HD-ZIP
Sopen12g022680.1	Sopen12g022680	HD-ZIP
Sopen03g039740.1	Sopen03g039740	HD-ZIP
Sopen06g028680.1	Sopen06g028680	HD-ZIP
Sopen02g006800.1	Sopen02g006800	HD-ZIP
Sopen02g018990.1	Sopen02g018990	HD-ZIP
Sopen02g018990.2	Sopen02g018990	HD-ZIP
Sopen06g011720.1	Sopen06g011720	HD-ZIP
Sopen11g028190.1	Sopen11g028190	HD-ZIP
Sopen08g024950.2	Sopen08g024950	HD-ZIP
Sopen08g024950.1	Sopen08g024950	HD-ZIP
Sopen03g004900.1	Sopen03g004900	HD-ZIP
Sopen06g015560.1	Sopen06g015560	HD-ZIP
Sopen07g021330.1	Sopen07g021330	HD-ZIP
Sopen09g027820.3	Sopen09g027820	HD-ZIP
Sopen11g006760.1	Sopen11g006760	HD-ZIP
Sopen09g021360.1	Sopen09g021360	HD-ZIP
Sopen01g049650.1	Sopen01g049650	HB-PHD
Sopen07g004650.1	Sopen07g004650	HB-PHD
Sopen07g004650.2	Sopen07g004650	HB-PHD
Sopen00g011690.1	Sopen00g011690	C2H2
Sopen01g001040.1	Sopen01g001040	C2H2
Sopen01g001150.1	Sopen01g001150	C2H2
Sopen01g001220.1	Sopen01g001220	C2H2
Sopen01g001230.1	Sopen01g001230	C2H2
Sopen01g003420.1	Sopen01g003420	C2H2
Sopen01g003710.1	Sopen01g003710	C3H
Sopen01g009840.1	Sopen01g009840	C3H
Sopen01g023610.1	Sopen01g023610	C2H2
Sopen01g026560.1	Sopen01g026560	C2H2
Sopen01g029500.1	Sopen01g029500	C3H
Sopen01g033180.1	Sopen01g033180	C2H2
Sopen01g033510.1	Sopen01g033510	C3H
Sopen01g034110.1	Sopen01g034110	C3H
Sopen01g034130.1	Sopen01g034130	C2H2
Sopen01g034230.1	Sopen01g034230	C3H
Sopen01g036570.1	Sopen01g036570	C2H2
Sopen01g036570.2	Sopen01g036570	C2H2
Sopen01g042900.1	Sopen01g042900	C2H2
Sopen01g044450.1	Sopen01g044450	C3H
Sopen01g044700.1	Sopen01g044700	C2H2
Sopen01g044700.2	Sopen01g044700	C2H2
Sopen01g045510.1	Sopen01g045510	C3H
Sopen01g049430.1	Sopen01g049430	C2H2
Sopen01g052620.1	Sopen01g052620	C3H
Sopen02g009420.1	Sopen02g009420	LSD
Sopen02g009420.2	Sopen02g009420	LSD
Sopen02g012740.1	Sopen02g012740	C2H2
Sopen02g013980.1	Sopen02g013980	C2H2
Sopen02g018840.1	Sopen02g018840	LSD
Sopen02g023130.1	Sopen02g023130	LSD
Sopen02g026770.1	Sopen02g026770	C3H
Sopen02g027430.1	Sopen02g027430	C2H2
Sopen02g029200.1	Sopen02g029200	C3H
Sopen02g030250.1	Sopen02g030250	C2H2
Sopen02g031140.1	Sopen02g031140	C3H
Sopen02g033390.1	Sopen02g033390	C2H2
Sopen02g036600.1	Sopen02g036600	C2H2
Sopen02g038800.1	Sopen02g038800	C2H2
Sopen02g039080.1	Sopen02g039080	C2H2
Sopen03g002350.1	Sopen03g002350	C3H
Sopen03g004280.1	Sopen03g004280	C2H2
Sopen03g005250.1	Sopen03g005250	C3H
Sopen03g013660.1	Sopen03g013660	C2H2
Sopen03g015710.1	Sopen03g015710	C3H
Sopen03g023060.1	Sopen03g023060	C2H2
Sopen03g024740.1	Sopen03g024740	C2H2
Sopen03g028770.1	Sopen03g028770	C2H2
Sopen03g030700.1	Sopen03g030700	C3H
Sopen03g030700.2	Sopen03g030700	C3H
Sopen03g030710.1	Sopen03g030710	C2H2
Sopen03g032940.2	Sopen03g032940	C2H2
Sopen03g032940.3	Sopen03g032940	C2H2
Sopen03g034190.1	Sopen03g034190	C2H2
Sopen03g034450.1	Sopen03g034450	C2H2
Sopen03g035340.1	Sopen03g035340	C3H
Sopen03g035980.1	Sopen03g035980	C2H2
Sopen03g040470.1	Sopen03g040470	C2H2
Sopen04g003650.1	Sopen04g003650	C2H2
Sopen04g003710.1	Sopen04g003710	C3H
Sopen04g007640.1	Sopen04g007640	C2H2
Sopen04g015200.1	Sopen04g015200	C2H2
Sopen04g025220.1	Sopen04g025220	C2H2
Sopen04g025850.1	Sopen04g025850	C3H
Sopen04g026740.1	Sopen04g026740	C3H
Sopen04g026760.1	Sopen04g026760	C3H
Sopen04g029390.1	Sopen04g029390	C2H2
Sopen04g031570.1	Sopen04g031570	C2H2
Sopen04g033710.1	Sopen04g033710	C2H2
Sopen04g034990.1	Sopen04g034990	C2H2
Sopen05g002280.1	Sopen05g002280	C2H2
Sopen05g004490.1	Sopen05g004490	C3H
Sopen05g004890.1	Sopen05g004890	C2H2
Sopen05g005600.1	Sopen05g005600	C2H2
Sopen05g007300.1	Sopen05g007300	C2H2
Sopen05g029350.1	Sopen05g029350	C2H2
Sopen05g032520.1	Sopen05g032520	C2H2
Sopen05g033130.1	Sopen05g033130	C2H2
Sopen05g033950.1	Sopen05g033950	C2H2
Sopen06g001170.1	Sopen06g001170	C2H2
Sopen06g003530.1	Sopen06g003530	C3H
Sopen06g019670.1	Sopen06g019670	C3H
Sopen06g019680.1	Sopen06g019680	C3H
Sopen06g020600.1	Sopen06g020600	C2H2
